Name,ISIN,Distribution Type,Ticker,NAV,As Of,Bid,Price As Of,Share Class Currency,AUM (M),UCITS,Domicile,OCF (%),TER,Asset Class,Sub Asset Class,Region,Location,Share Class,Market,Strategy,Investment Style,Inception Date,Fund Name,Net Assets,Shares Outstanding,ISA Eligibility,Product Methodology,Issuing Company,Benchmark Index,Benchmark Level,SIPP Availability,UK Distributor / Reporting Status,Discrete,,,,,,,,,Annualised,,,,,,,,,,Cumulative,,,,,,,,,,Calendar,,,,,,,,,Portfolio Characteristics,,,,,Characteristics,,,,,,Sustainability Characteristics (MSCI),,,
iShares Emerging Markets Index Fund (IE) Inst Dist EUR,IE00B3D07J53,Distributing,-,12.43,22/Oct/2020,12.40,22/Oct/2020,EUR,"12,354.97",Y,Ireland,0.32,-,Equity,Large/Mid Cap,Global,Broad,Inst,Emerging,-,Index,08/Sep/2010,iShares Emerging Markets Index Fund (IE),"377,798,850.85","30,389,468.59",-,-,BlackRock Asset Management Ireland Limited,"MSCI Emerging Markets, Net Returns, in EUR",-,-,-,iShares Emerging Markets Index Fund (IE) Inst Dist EUR,IE00B3D07J53,08/Sep/2010,15.82,16.42,0.81,4.11,2.54,30/Sep/2020,iShares Emerging Markets Index Fund (IE) Inst Dist EUR,IE00B3D07J53,08/Sep/2010,2.54,3.32,2.48,7.73,3.94,3.91,30/Sep/2020,iShares Emerging Markets Index Fund (IE) Inst Dist EUR,IE00B3D07J53,08/Sep/2010,-5.60,20.86,7.62,45.11,47.20,47.10,30/Sep/2020,iShares Emerging Markets Index Fund (IE) Inst Dist EUR,IE00B3D07J53,08/Sep/2010,-5.65,14.40,20.56,-10.41,20.36,31/Dec/2019,iShares Emerging Markets Index Fund (IE) Inst Dist EUR,15.51,1.72,0.00,"177,880.67",2.56,0.00,-,0.00,-,-,BBB,4.65,274.95,-
iShares Emerging Markets Index Fund (IE) Inst Dist GBP,IE00B3D07L75,Distributing,-,15.66,22/Oct/2020,15.62,22/Oct/2020,GBP,"12,354.97",Y,Ireland,0.32,-,Equity,Large/Mid Cap,Global,Broad,Inst,Emerging,-,Index,10/Nov/2009,iShares Emerging Markets Index Fund (IE),"13,435,289.64","857,894.39",-,-,BlackRock Asset Management Ireland Limited,"MSCI Emerging Markets, Net Returns, in GBP",-,-,-,iShares Emerging Markets Index Fund (IE) Inst Dist GBP,IE00B3D07L75,10/Nov/2009,35.98,18.58,1.90,3.41,5.13,30/Sep/2020,iShares Emerging Markets Index Fund (IE) Inst Dist GBP,IE00B3D07L75,10/Nov/2009,5.13,4.27,3.47,12.30,4.42,5.98,30/Sep/2020,iShares Emerging Markets Index Fund (IE) Inst Dist GBP,IE00B3D07L75,10/Nov/2009,1.05,23.89,10.78,78.63,54.14,88.28,30/Sep/2020,iShares Emerging Markets Index Fund (IE) Inst Dist GBP,IE00B3D07L75,10/Nov/2009,-10.40,32.50,25.37,-9.41,13.62,31/Dec/2019,iShares Emerging Markets Index Fund (IE) Inst Dist GBP,15.51,1.72,0.00,"177,880.67",2.56,0.00,-,0.00,-,-,BBB,4.65,274.95,-
iShares Developed World Index Fund (IE) Inst Acc USD,IE00B62WG306,Accumulating,-,22.19,22/Oct/2020,22.18,22/Oct/2020,USD,"11,879.14",Y,Ireland,0.16,-,Equity,All Cap,Global,Broad,Inst,Developed,-,Index,27/Jan/2011,iShares Developed World Index Fund (IE),"2,472,463,323.88","111,421,945.54",-,-,BlackRock Asset Management Ireland Limited,MSCI World Net TR Index,-,-,-,iShares Developed World Index Fund (IE) Inst Acc USD,IE00B62WG306,27/Jan/2011,11.29,18.32,11.18,1.82,10.31,30/Sep/2020,iShares Developed World Index Fund (IE) Inst Acc USD,IE00B62WG306,27/Jan/2011,10.31,5.98,7.68,10.46,-,8.33,30/Sep/2020,iShares Developed World Index Fund (IE) Inst Acc USD,IE00B62WG306,27/Jan/2011,1.64,28.78,24.87,64.42,-,116.84,30/Sep/2020,iShares Developed World Index Fund (IE) Inst Acc USD,IE00B62WG306,27/Jan/2011,-0.97,7.54,22.47,-8.73,27.61,31/Dec/2019,iShares Developed World Index Fund (IE) Inst Acc USD,19.97,2.52,0.00,"304,828.00",1.74,0.00,-,0.00,-,-,A,6.71,156.13,-
iShares Emerging Markets Index Fund (IE) Inst Acc GBP,IE00B3D07H30,Accumulating,-,24.96,22/Oct/2020,24.90,22/Oct/2020,GBP,"12,354.97",Y,Ireland,0.32,-,Equity,Large/Mid Cap,Global,Broad,Inst,Emerging,-,Index,09/Jul/2009,iShares Emerging Markets Index Fund (IE),"232,036,314.15","9,296,353.75",-,-,BlackRock Asset Management Ireland Limited,"MSCI Emerging Markets, Net Returns, in GBP",-,-,-,iShares Emerging Markets Index Fund (IE) Inst Acc GBP,IE00B3D07H30,09/Jul/2009,35.98,18.56,1.91,3.41,5.13,30/Sep/2020,iShares Emerging Markets Index Fund (IE) Inst Acc GBP,IE00B3D07H30,09/Jul/2009,5.13,4.27,3.47,12.30,4.42,8.13,30/Sep/2020,iShares Emerging Markets Index Fund (IE) Inst Acc GBP,IE00B3D07H30,09/Jul/2009,1.05,23.88,10.79,78.61,54.13,140.57,30/Sep/2020,iShares Emerging Markets Index Fund (IE) Inst Acc GBP,IE00B3D07H30,09/Jul/2009,-10.40,32.49,25.36,-9.40,13.62,31/Dec/2019,iShares Emerging Markets Index Fund (IE) Inst Acc GBP,15.51,1.72,0.00,"177,880.67",2.56,0.00,-,0.00,-,-,BBB,4.65,274.95,-
iShares Overseas Corporate Bond Index Fund (UK) L Acc,GB00B58Z2382,Accumulating,-,1.73,23/Oct/2020,1.72,23/Oct/2020,GBP,"2,882.48",Y,United Kingdom,0.21,-,Fixed Income,Credit,Global,Broad,Class L,Developed,-,Index,28/Jan/2011,iShares Overseas Corporate Bond Index Fund (UK),"804,640,152.53","465,810,151.23",-,-,BlackRock Fund Managers Ltd,BBG Barc Global Agg Corporate ex GBP Index,-,-,-,iShares Overseas Corporate Bond Index Fund (UK) L Acc,GB00B58Z2382,28/Jan/2011,26.53,-0.68,1.10,15.51,2.94,30/Sep/2020,iShares Overseas Corporate Bond Index Fund (UK) L Acc,GB00B58Z2382,28/Jan/2011,2.94,9.05,6.33,8.60,-,5.99,30/Sep/2020,iShares Overseas Corporate Bond Index Fund (UK) L Acc,GB00B58Z2382,28/Jan/2011,8.91,9.18,20.22,51.08,-,75.59,30/Sep/2020,iShares Overseas Corporate Bond Index Fund (UK) L Acc,GB00B58Z2382,28/Jan/2011,0.51,25.55,-1.09,2.88,7.00,31/Dec/2019,iShares Overseas Corporate Bond Index Fund (UK) L Acc,10.99,1.00,7.13,0.00,2.91,9.65,-,7.21,-,-,A,5.82,249.23,-
iShares Overseas Corporate Bond Index Fund (UK) A Acc,GB00B5M1ZD36,Accumulating,-,1.69,23/Oct/2020,1.68,23/Oct/2020,GBP,"2,882.48",Y,United Kingdom,0.51,-,Fixed Income,Credit,Global,Broad,Class A,Developed,-,Index,28/Jan/2011,iShares Overseas Corporate Bond Index Fund (UK),"567,454.34","336,763.70",-,-,BlackRock Fund Managers Ltd,BBG Barc Global Agg Corporate ex GBP Index,-,-,-,iShares Overseas Corporate Bond Index Fund (UK) A Acc,GB00B5M1ZD36,28/Jan/2011,26.31,-0.97,0.77,15.19,2.65,30/Sep/2020,iShares Overseas Corporate Bond Index Fund (UK) A Acc,GB00B5M1ZD36,28/Jan/2011,2.65,8.74,6.01,8.31,-,5.72,30/Sep/2020,iShares Overseas Corporate Bond Index Fund (UK) A Acc,GB00B5M1ZD36,28/Jan/2011,8.60,9.02,19.15,49.04,-,71.27,30/Sep/2020,iShares Overseas Corporate Bond Index Fund (UK) A Acc,GB00B5M1ZD36,28/Jan/2011,0.35,25.13,-1.38,2.58,6.73,31/Dec/2019,iShares Overseas Corporate Bond Index Fund (UK) A Acc,10.99,1.00,7.13,0.00,2.91,9.65,-,7.21,-,-,A,5.82,249.23,-
iShares Europe Index Fund (IE) Inst Acc EUR,IE00B4K9F548,Accumulating,-,17.03,22/Oct/2020,17.02,22/Oct/2020,EUR,105.32,Y,Ireland,0.24,-,Equity,Large Cap,Europe,Broad,Inst,Developed,-,Index,29/Mar/2012,iShares Europe Index Fund (IE),"67,725,650.43","3,978,006.29",-,-,BlackRock Asset Management Ireland Limited,MSCI Europe Net TR in EUR,-,-,-,iShares Europe Index Fund (IE) Inst Acc EUR,IE00B4K9F548,29/Mar/2012,2.02,16.74,1.76,6.06,-7.68,30/Sep/2020,iShares Europe Index Fund (IE) Inst Acc EUR,IE00B4K9F548,29/Mar/2012,-7.68,-1.05,-0.12,3.48,-,6.48,30/Sep/2020,iShares Europe Index Fund (IE) Inst Acc EUR,IE00B4K9F548,29/Mar/2012,-12.69,12.86,-0.36,18.67,-,70.56,30/Sep/2020,iShares Europe Index Fund (IE) Inst Acc EUR,IE00B4K9F548,29/Mar/2012,8.10,2.93,10.67,-10.33,26.38,31/Dec/2019,iShares Europe Index Fund (IE) Inst Acc EUR,16.21,1.67,0.00,"68,496.51",3.60,0.00,-,0.00,-,-,AA,7.91,134.71,-
iShares Edge EM Fundamental Weighted Index Fund (IE) Inst Acc GBP,IE00B5N9CW43,Accumulating,-,12.22,22/Oct/2020,12.18,22/Oct/2020,GBP,297.77,Y,Ireland,0.43,-,Equity,All Cap,Global,Broad,Inst,Emerging,-,Index,03/Feb/2012,iShares Edge EM Fundamental Weighted Index Fund (IE),"175,598,699.62","14,375,471.95",-,-,BlackRock Asset Management Ireland Limited,FTSE RAFI Emerging Markets QSR Net Index in GBP,-,-,-,iShares Edge EM Fundamental Weighted Index Fund (IE) Inst Acc GBP,IE00B5N9CW43,03/Feb/2012,46.99,18.18,5.66,4.99,-14.50,30/Sep/2020,iShares Edge EM Fundamental Weighted Index Fund (IE) Inst Acc GBP,IE00B5N9CW43,03/Feb/2012,-14.50,-5.25,-1.75,10.50,-,1.89,30/Sep/2020,iShares Edge EM Fundamental Weighted Index Fund (IE) Inst Acc GBP,IE00B5N9CW43,03/Feb/2012,-17.70,9.93,-5.15,64.78,-,17.57,30/Sep/2020,iShares Edge EM Fundamental Weighted Index Fund (IE) Inst Acc GBP,IE00B5N9CW43,03/Feb/2012,-17.73,57.44,14.36,-2.15,12.40,31/Dec/2019,iShares Edge EM Fundamental Weighted Index Fund (IE) Inst Acc GBP,8.79,0.97,0.00,"96,012.42",2.56,0.00,-,0.00,-,-,BBB,4.66,424.11,-
iShares Euro Credit Bond Index Fund (IE) Inst Acc EUR,IE0031080645,Accumulating,-,23.83,22/Oct/2020,23.79,22/Oct/2020,EUR,"1,723.19",Y,Ireland,0.15,-,Fixed Income,Credit,Europe,Broad,Inst,Developed,-,Index,05/Nov/2001,iShares Euro Credit Bond Index Fund (IE),"479,641,484.69","20,125,018.91",-,-,BlackRock Asset Management Ireland Limited,FTSE EuroBIG ex Domestic Treasury Index,-,-,-,iShares Euro Credit Bond Index Fund (IE) Inst Acc EUR,IE0031080645,05/Nov/2001,5.55,-1.16,0.05,6.51,0.19,30/Sep/2020,iShares Euro Credit Bond Index Fund (IE) Inst Acc EUR,IE0031080645,05/Nov/2001,0.19,3.30,2.20,2.18,3.23,-,30/Sep/2020,iShares Euro Credit Bond Index Fund (IE) Inst Acc EUR,IE0031080645,05/Nov/2001,1.47,4.77,6.76,11.38,37.46,-,30/Sep/2020,iShares Euro Credit Bond Index Fund (IE) Inst Acc EUR,IE0031080645,05/Nov/2001,0.03,3.28,0.97,-0.26,4.99,31/Dec/2019,iShares Euro Credit Bond Index Fund (IE) Inst Acc EUR,8.75,0.68,5.99,0.00,1.27,6.44,-,5.99,-,-,A,6.93,99.36,-
iShares Euro Government Bond Index Fund (IE) Inst Acc EUR,IE0031080868,Accumulating,-,25.34,22/Oct/2020,25.33,22/Oct/2020,EUR,"2,842.45",Y,Ireland,0.13,-,Fixed Income,Government,Europe,Broad,Inst,Developed,-,Index,06/Nov/2001,iShares Euro Government Bond Index Fund (IE),"704,698,564.38","27,808,761.70",-,-,BlackRock Asset Management Ireland Limited,FTSE EMU Government Bond Index,-,-,-,iShares Euro Government Bond Index Fund (IE) Inst Acc EUR,IE0031080868,06/Nov/2001,6.86,-3.51,-0.06,11.61,0.55,30/Sep/2020,iShares Euro Government Bond Index Fund (IE) Inst Acc EUR,IE0031080868,06/Nov/2001,0.55,5.94,3.90,2.95,4.05,4.37,30/Sep/2020,iShares Euro Government Bond Index Fund (IE) Inst Acc EUR,IE0031080868,06/Nov/2001,3.67,3.28,12.16,15.65,48.67,124.31,30/Sep/2020,iShares Euro Government Bond Index Fund (IE) Inst Acc EUR,IE0031080868,06/Nov/2001,1.55,3.28,-0.05,0.88,6.67,31/Dec/2019,iShares Euro Government Bond Index Fund (IE) Inst Acc EUR,0.00,0.00,8.71,0.00,1.84,10.36,-,8.71,-,-,A,5.96,-,-
iShares Europe ex-UK Index Fund (IE) Flex Dist EUR,IE00B0407Y83,Distributing,-,16.39,22/Oct/2020,16.38,22/Oct/2020,EUR,"3,172.24",Y,Ireland,0.02,-,Equity,Large/Mid Cap,Europe,Broad,Class,Developed,-,Index,01/Dec/2005,iShares Europe ex-UK Index Fund (IE),"103,701,454.02","6,328,234.64",-,-,BlackRock Asset Management Ireland Limited,MSCI Europe ex UK Net Return Index,-,-,-,iShares Europe ex-UK Index Fund (IE) Flex Dist EUR,IE00B0407Y83,01/Dec/2005,2.81,20.35,0.85,7.29,-2.63,30/Sep/2020,iShares Europe ex-UK Index Fund (IE) Flex Dist EUR,IE00B0407Y83,01/Dec/2005,-2.63,2.21,1.76,5.45,7.15,6.14,30/Sep/2020,iShares Europe ex-UK Index Fund (IE) Flex Dist EUR,IE00B0407Y83,01/Dec/2005,-7.65,16.83,5.36,30.36,99.50,157.06,30/Sep/2020,iShares Europe ex-UK Index Fund (IE) Flex Dist EUR,IE00B0407Y83,01/Dec/2005,11.10,3.26,12.26,-10.27,27.85,31/Dec/2019,iShares Europe ex-UK Index Fund (IE) Flex Dist EUR,16.45,1.77,0.00,"70,684.79",3.60,0.00,-,0.00,-,-,AA,7.99,146.13,-
iShares Europe ex-UK Index Fund (IE) Inst Dist EUR,IE00B1W56Q79,Distributing,-,19.22,22/Oct/2020,19.21,22/Oct/2020,EUR,"3,172.24",Y,Ireland,0.18,-,Equity,Large/Mid Cap,Europe,Broad,Inst,Developed,-,Index,13/May/2009,iShares Europe ex-UK Index Fund (IE),"507,159,644.30","26,390,714.55",-,-,BlackRock Asset Management Ireland Limited,MSCI Europe ex UK Net Return Index,-,-,-,iShares Europe ex-UK Index Fund (IE) Inst Dist EUR,IE00B1W56Q79,13/May/2009,2.61,20.16,0.69,7.13,-2.78,30/Sep/2020,iShares Europe ex-UK Index Fund (IE) Inst Dist EUR,IE00B1W56Q79,13/May/2009,-2.78,2.05,1.60,5.28,6.94,8.59,30/Sep/2020,iShares Europe ex-UK Index Fund (IE) Inst Dist EUR,IE00B1W56Q79,13/May/2009,-7.76,16.74,4.87,29.31,95.64,155.50,30/Sep/2020,iShares Europe ex-UK Index Fund (IE) Inst Dist EUR,IE00B1W56Q79,13/May/2009,10.87,3.08,12.09,-10.41,27.65,31/Dec/2019,iShares Europe ex-UK Index Fund (IE) Inst Dist EUR,16.45,1.77,0.00,"70,684.79",3.60,0.00,-,0.00,-,-,AA,7.99,146.13,-
iShares Europe ex-UK Index Fund (IE) Flex Acc EUR,IE0001197916,Accumulating,-,28.49,22/Oct/2020,28.48,22/Oct/2020,EUR,"3,172.24",Y,Ireland,0.02,-,Equity,Large/Mid Cap,Europe,Broad,Class,Developed,-,Index,01/Dec/2005,iShares Europe ex-UK Index Fund (IE),"1,187,547,424.36","41,679,326.11",-,-,BlackRock Asset Management Ireland Limited,MSCI Europe ex UK Net Return Index,-,-,-,iShares Europe ex-UK Index Fund (IE) Flex Acc EUR,IE0001197916,01/Dec/2005,2.79,20.35,0.84,7.33,-2.67,30/Sep/2020,iShares Europe ex-UK Index Fund (IE) Flex Acc EUR,IE0001197916,01/Dec/2005,-2.67,2.21,1.75,5.44,7.14,4.46,30/Sep/2020,iShares Europe ex-UK Index Fund (IE) Flex Acc EUR,IE0001197916,01/Dec/2005,-7.68,16.82,5.35,30.33,99.36,158.49,30/Sep/2020,iShares Europe ex-UK Index Fund (IE) Flex Acc EUR,IE0001197916,01/Dec/2005,11.10,3.25,12.27,-10.29,27.90,31/Dec/2019,iShares Europe ex-UK Index Fund (IE) Flex Acc EUR,16.45,1.77,0.00,"70,684.79",3.60,0.00,-,0.00,-,-,AA,7.99,146.13,-
iShares Europe ex-UK Index Fund (IE) Inst Acc EUR,IE00B1W56P62,Accumulating,-,15.30,22/Oct/2020,15.30,22/Oct/2020,EUR,"3,172.24",Y,Ireland,0.18,-,Equity,Large/Mid Cap,Europe,Broad,Inst,Developed,-,Index,07/Sep/2007,iShares Europe ex-UK Index Fund (IE),"734,139,994.47","47,969,829.99",-,-,BlackRock Asset Management Ireland Limited,MSCI Europe ex UK Net Return Index,-,-,-,iShares Europe ex-UK Index Fund (IE) Inst Acc EUR,IE00B1W56P62,07/Sep/2007,2.61,20.19,0.70,7.15,-2.73,30/Sep/2020,iShares Europe ex-UK Index Fund (IE) Inst Acc EUR,IE00B1W56P62,07/Sep/2007,-2.73,2.09,1.63,5.30,6.96,3.30,30/Sep/2020,iShares Europe ex-UK Index Fund (IE) Inst Acc EUR,IE00B1W56P62,07/Sep/2007,-7.71,16.76,4.95,29.44,96.00,52.88,30/Sep/2020,iShares Europe ex-UK Index Fund (IE) Inst Acc EUR,IE00B1W56P62,07/Sep/2007,10.86,3.11,12.09,-10.40,27.68,31/Dec/2019,iShares Europe ex-UK Index Fund (IE) Inst Acc EUR,16.45,1.77,0.00,"70,684.79",3.60,0.00,-,0.00,-,-,AA,7.99,146.13,-
iShares Europe Index Fund (IE) Inst Dist USD,IE00B4L8GV30,Distributing,-,14.06,22/Oct/2020,14.06,22/Oct/2020,USD,105.32,Y,Ireland,0.25,-,Equity,Large Cap,Europe,Broad,Inst,Developed,-,Index,31/Aug/2011,iShares Europe Index Fund (IE),14.06,1.00,-,-,BlackRock Asset Management Ireland Limited,MSCI Europe Index (Net Total Return USD),-,-,-,iShares Europe Index Fund (IE) Inst Dist USD,IE00B4L8GV30,31/Aug/2011,-,-,-,-,-,-,iShares Europe Index Fund (IE) Inst Dist USD,IE00B4L8GV30,31/Aug/2011,-13.61,-9.35,-4.75,-1.75,-,2.87,31/May/2020,iShares Europe Index Fund (IE) Inst Dist USD,IE00B4L8GV30,31/Aug/2011,-24.27,-21.31,-13.59,-8.43,-,28.10,31/May/2020,iShares Europe Index Fund (IE) Inst Dist USD,IE00B4L8GV30,31/Aug/2011,-2.95,0.02,25.97,-14.64,24.08,31/Dec/2019,iShares Europe Index Fund (IE) Inst Dist USD,16.21,1.67,0.00,"68,496.51",3.60,0.00,-,0.00,-,-,AA,7.91,134.71,-
iShares GiltTrak Index Fund (IE) Inst Acc GBP,IE0007410420,Accumulating,-,28.51,22/Oct/2020,28.51,22/Oct/2020,GBP,211.60,Y,Ireland,0.13,-,Fixed Income,Government,Europe,United Kingdom,Inst,Developed,-,Index,30/Sep/2000,iShares GiltTrak Index Fund (IE),"57,481,105.04","2,016,106.33",-,-,BlackRock Asset Management Ireland Limited,FTSE Actuaries UK Conventional Gilts All Stocks Index,-,-,-,iShares GiltTrak Index Fund (IE) Inst Acc GBP,IE0007410420,30/Sep/2000,12.54,-3.65,0.54,13.28,3.28,30/Sep/2020,iShares GiltTrak Index Fund (IE) Inst Acc GBP,IE0007410420,30/Sep/2000,3.28,8.16,5.56,4.99,5.00,5.28,30/Sep/2020,iShares GiltTrak Index Fund (IE) Inst Acc GBP,IE0007410420,30/Sep/2000,7.50,1.17,17.63,27.55,62.93,180.00,30/Sep/2020,iShares GiltTrak Index Fund (IE) Inst Acc GBP,IE0007410420,30/Sep/2000,0.48,10.02,1.76,0.49,6.80,31/Dec/2019,iShares GiltTrak Index Fund (IE) Inst Acc GBP,0.00,0.00,12.70,0.00,0.68,16.55,-,12.70,-,-,A,6.00,-,-
iShares Japan Index Fund (IE) Inst Acc USD,IE00B1W56M32,Accumulating,-,17.91,22/Oct/2020,17.90,22/Oct/2020,USD,"1,751.53",Y,Ireland,0.17,-,Equity,Large/Mid Cap,Asia Pacific,Japan,Inst,Developed,-,Index,25/May/2009,iShares Japan Index Fund (IE),"394,484,757.98","22,028,727.43",-,-,BlackRock Asset Management Ireland Limited,MSCI Developed - Japan Net Dividends (USD),-,-,-,iShares Japan Index Fund (IE) Inst Acc USD,IE00B1W56M32,25/May/2009,11.97,14.04,10.09,-4.87,6.77,30/Sep/2020,iShares Japan Index Fund (IE) Inst Acc USD,IE00B1W56M32,25/May/2009,6.77,0.78,3.79,7.38,6.06,5.38,30/Sep/2020,iShares Japan Index Fund (IE) Inst Acc USD,IE00B1W56M32,25/May/2009,-0.85,19.16,11.81,42.77,80.14,78.15,30/Sep/2020,iShares Japan Index Fund (IE) Inst Acc USD,IE00B1W56M32,25/May/2009,9.41,2.29,23.88,-12.97,19.47,31/Dec/2019,iShares Japan Index Fund (IE) Inst Acc USD,16.88,1.34,0.00,"42,510.31",-,0.00,-,0.00,-,-,A,6.48,86.71,-
iShares North America Index Fund (IE) Inst Acc USD,IE00B1W56K18,Accumulating,-,27.53,22/Oct/2020,27.52,22/Oct/2020,USD,"3,496.53",Y,Ireland,0.17,-,Equity,Large Cap,North America,United States,Inst,Developed,-,Index,21/Aug/2007,iShares North America Index Fund (IE),"419,679,381.10","15,246,393.55",-,-,BlackRock Asset Management Ireland Limited,MSCI Daily Net TR North America USD,-,-,-,iShares North America Index Fund (IE) Inst Acc USD,IE00B1W56K18,21/Aug/2007,14.21,17.46,16.22,3.37,15.28,30/Sep/2020,iShares North America Index Fund (IE) Inst Acc USD,IE00B1W56K18,21/Aug/2007,15.28,9.16,11.46,13.19,12.28,7.80,30/Sep/2020,iShares North America Index Fund (IE) Inst Acc USD,IE00B1W56K18,21/Aug/2007,6.02,32.82,38.49,85.79,218.49,167.56,30/Sep/2020,iShares North America Index Fund (IE) Inst Acc USD,IE00B1W56K18,21/Aug/2007,-1.02,11.41,20.77,-5.85,30.58,31/Dec/2019,iShares North America Index Fund (IE) Inst Acc USD,22.23,3.51,0.00,"410,257.96",1.66,0.00,-,0.00,-,-,A,6.42,164.55,-
iShares North America Index Fund (IE) Inst Dist USD,IE00B1W56L25,Distributing,-,37.74,22/Oct/2020,37.73,22/Oct/2020,USD,"3,496.53",Y,Ireland,0.17,-,Equity,Large Cap,North America,United States,Inst,Developed,-,Index,13/May/2009,iShares North America Index Fund (IE),"370,462,776.91","9,815,734.62",-,-,BlackRock Asset Management Ireland Limited,MSCI Daily Net TR North America USD,-,-,-,iShares North America Index Fund (IE) Inst Dist USD,IE00B1W56L25,13/May/2009,14.22,17.47,16.20,3.38,15.28,30/Sep/2020,iShares North America Index Fund (IE) Inst Dist USD,IE00B1W56L25,13/May/2009,15.28,9.17,11.47,13.19,12.28,13.50,30/Sep/2020,iShares North America Index Fund (IE) Inst Dist USD,IE00B1W56L25,13/May/2009,6.02,32.82,38.49,85.83,218.43,322.52,30/Sep/2020,iShares North America Index Fund (IE) Inst Dist USD,IE00B1W56L25,13/May/2009,-1.02,11.43,20.77,-5.85,30.60,31/Dec/2019,iShares North America Index Fund (IE) Inst Dist USD,22.23,3.51,0.00,"410,257.96",1.66,0.00,-,0.00,-,-,A,6.42,164.55,-
iShares Pacific Index Fund (IE) Inst Acc USD,IE00B1W56S93,Accumulating,-,17.25,22/Oct/2020,17.24,22/Oct/2020,USD,795.85,Y,Ireland,0.19,-,Equity,Large/Mid Cap,Asia Pacific,Broad,Inst,Developed,-,Index,25/Sep/2009,iShares Pacific Index Fund (IE),"183,528,867.79","10,637,889.44",-,-,BlackRock Asset Management Ireland Limited,MSCI Developed Pacific Ex Japan in USD Net TR Index,-,-,-,iShares Pacific Index Fund (IE) Inst Acc USD,IE00B1W56S93,25/Sep/2009,19.93,14.40,4.15,2.93,-6.21,30/Sep/2020,iShares Pacific Index Fund (IE) Inst Acc USD,IE00B1W56S93,25/Sep/2009,-6.21,-1.75,0.18,6.65,3.64,4.70,30/Sep/2020,iShares Pacific Index Fund (IE) Inst Acc USD,IE00B1W56S93,25/Sep/2009,-11.32,22.49,0.55,37.95,43.01,65.79,30/Sep/2020,iShares Pacific Index Fund (IE) Inst Acc USD,IE00B1W56S93,25/Sep/2009,-8.68,7.71,25.86,-10.43,18.29,31/Dec/2019,iShares Pacific Index Fund (IE) Inst Acc USD,15.03,1.50,0.00,"43,164.94",-,0.00,-,0.00,-,-,A,6.58,262.95,-
iShares Pacific Index Fund (IE) Inst Dist USD,IE00B1W56T01,Distributing,-,15.27,22/Oct/2020,15.26,22/Oct/2020,USD,795.85,Y,Ireland,0.19,-,Equity,Large/Mid Cap,Asia Pacific,Broad,Inst,Developed,-,Index,13/May/2009,iShares Pacific Index Fund (IE),"77,581,140.55","5,081,391.41",-,-,BlackRock Asset Management Ireland Limited,MSCI Developed Pacific Ex Japan in USD Net TR Index,-,-,-,iShares Pacific Index Fund (IE) Inst Dist USD,IE00B1W56T01,13/May/2009,19.93,14.40,4.15,2.91,-6.26,30/Sep/2020,iShares Pacific Index Fund (IE) Inst Dist USD,IE00B1W56T01,13/May/2009,-6.26,-1.78,0.16,6.63,3.62,7.30,30/Sep/2020,iShares Pacific Index Fund (IE) Inst Dist USD,IE00B1W56T01,13/May/2009,-11.36,22.48,0.47,37.85,42.74,122.96,30/Sep/2020,iShares Pacific Index Fund (IE) Inst Dist USD,IE00B1W56T01,13/May/2009,-8.66,7.71,25.86,-10.44,18.27,31/Dec/2019,iShares Pacific Index Fund (IE) Inst Dist USD,15.03,1.50,0.00,"43,164.94",-,0.00,-,0.00,-,-,A,6.58,262.95,-
iShares UK Credit Bond Index Fund (IE) Inst Dist GBP,IE00B2RKYS27,Distributing,-,12.91,22/Oct/2020,12.85,22/Oct/2020,GBP,471.30,Y,Ireland,0.15,-,Fixed Income,Credit,Europe,United Kingdom,Inst,Developed,-,Index,12/Sep/2008,iShares UK Credit Bond Index Fund (IE),"54,859,351.35","4,250,946.78",-,-,BlackRock Asset Management Ireland Limited,iBoxx Sterling Non-Gilts Index,-,-,-,iShares UK Credit Bond Index Fund (IE) Inst Dist GBP,IE00B2RKYS27,12/Sep/2008,14.00,-0.15,0.16,10.20,3.97,30/Sep/2020,iShares UK Credit Bond Index Fund (IE) Inst Dist GBP,IE00B2RKYS27,12/Sep/2008,3.97,7.04,4.70,5.49,5.75,6.56,30/Sep/2020,iShares UK Credit Bond Index Fund (IE) Inst Dist GBP,IE00B2RKYS27,12/Sep/2008,4.65,8.19,14.76,30.63,74.93,114.99,30/Sep/2020,iShares UK Credit Bond Index Fund (IE) Inst Dist GBP,IE00B2RKYS27,12/Sep/2008,0.47,10.86,4.31,-1.56,9.32,31/Dec/2019,iShares UK Credit Bond Index Fund (IE) Inst Dist GBP,9.06,0.77,7.95,0.00,2.51,10.89,-,7.99,-,-,A,6.80,114.05,-
